CRN,Course Code ,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity ,Enrolled,ReservationMaj./Cap./Enrl.,Major Restriction,Prerequisites,Class Rest.
30300,MUK 211E,Strength of Materials,,Tahir  Soyugüzel,UUBUUBUUB,Pazartesi Pazartesi Cuma ,0900/1229 1330/1629 0900/1159 ,D111 D111 D111 ,50,62,Yok/None,UCK, UZB, UZBE, STA 201 MIN DDveya STA 201E MIN DD,Yok/None
