CRN,Course Code ,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity ,Enrolled,ReservationMaj./Cap./Enrl.,Major Restriction,Prerequisites,Class Rest.
30111,DNK 201,Dinamik,,Erol  Demirkan,INBINBINB,Pazartesi Salı Çarşamba ,1330/1629 1330/1529 1330/1529 ,A102 A102 A102 ,50,31,Yok/None,DUI, EHB, ELE, ELH, ELK, FIZ, INS, JEO, KOM, KON, MTO, TEK, TEL, UCK, UCKM, UZB, UZBM, (FIZ 101 MIN DDveya FIZ 101E MIN DDveya FIZ 111 MIN DDveya FIZ 111E MIN DDveya FIZ 113 MIN DDveya FIZ 113E MIN DDveya GMI 103 MIN DDveya GUV 103 MIN DD)ve (MAT 101 MIN DDveya MAT 101E MIN DDveya MAT 103 MIN DDveya MAT 103E MIN DDveya GMI 099 MIN DDveya GUV 099 MIN DDveya MAT 111 MIN DDveya MAT 111E MIN DD),Yok/None
