"CRN","Course Code ","Course Title","Teaching Method","Instructor","Building","Day","Time","Room","Capacity ","Enrolled","ReservationMaj./Cap./Enrl.","Major Restriction","Prerequisites","Class Rest."
"30292","TEK 307E","Textile and Garment Testing","","Nevin Çiğdem Gürsoy, İlkay Özsev Yüksek","MKB","Çarşamba ","0930/1629 ","D380A ","30","12","Yok/None","TEKE, TEKM"," TEK 211 MIN DDveya TEK 211E MIN DDveya TEK 213E MIN DD","Yok/None"
