CRN,Course Code ,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity ,Enrolled,ReservationMaj./Cap./Enrl.,Major Restriction,Prerequisites,Class Rest.
30283,EUT 320E,Industrial Design Studio III,,Cemal İrfan Çalışkan,MMBMMBMMBMMBMMBMMBMMB,Pazartesi Pazartesi Salı Salı Çarşamba Çarşamba Perşembe ,0830/1229 1330/1429 0830/1229 1330/1429 0830/1229 1330/1429 0830/1229 ,217B 217B 217B 217B 217B 217B 217B ,10,6,Yok/None,ENTE, EUT, EUTE, EUT 315E MIN DDveya EUT 311E MIN DDveya EUT 311 MIN DDveya EUT 319E MIN DD,Yok/None
30284,EUT 419E,Industrial Design Studio IV,,Cemal İrfan Çalışkan,MMBMMBMMBMMBMMBMMBMMB,Pazartesi Pazartesi Salı Salı Çarşamba Çarşamba Perşembe ,0830/1229 1330/1429 0830/1229 1330/1429 0830/1229 1330/1429 0830/1229 ,217B 217B 217B 217B 217B 217B 217B ,10,10,Yok/None,ENTE, EUT, EUTE, EUT 316E MIN DDveya EUT 320E MIN DDveya EUT 312 MIN DDveya EUT 312E MIN DD,Yok/None
