CRN,Course Code ,Course Title,Teaching Method,Instructor,Building,Day,Time,Room,Capacity ,Enrolled,ReservationMaj./Cap./Enrl.,Major Restriction,Prerequisites,Class Rest.
30394,EHB 335E,Analog Electronic Circuits,Çevrimiçi/Online,Metin  Yazgı,---- ,Salı Perşembe ,0930/1229 0930/1329 ,---- ,120,125,Yok/None,EEE, EHB, EHBE, ELE, ELH, TEL, (EHB 262 MIN DDveya EHB 262E MIN DDveya EEF 262 MIN DDveya EEF 262E MIN DD)ve (EHB 232 MIN DDveya EHB 232E MIN DDveya EEF 232 MIN DDveya EEF 232E MIN DD),Yok/None
