"CRN","Course Code ","Course Title","Teaching Method","Instructor","Building","Day","Time","Room","Capacity ","Enrolled","ReservationMaj./Cap./Enrl.","Major Restriction","Prerequisites","Class Rest."
"30187","UZB 310E","Compressible Aerodynamics","","Hayri  Acar","UUBUUB","Salı Perşembe ","1400/1659 0900/1259 ","D-Z08 D-Z08 ","60","62","Yok/None","UCK, UZBE"," AKM 219 MIN DDveya AKM 219E MIN DDveya AKM 214 MIN DDveya AKM 214E MIN DDveya AKM 205 MIN DDveya AKM 205E MIN DD","Yok/None"
"30185","UZB 337E","Aerospace Structures","","İbrahim  Özkol","UUBUUBUUB","Pazartesi Pazartesi Cuma ","0900/1229 1330/1629 0900/1159 ","D-Z08 D-Z08 D-Z08 ","30","30","Yok/None","UCK, UZBE"," MUK 204 MIN DDveya MUK 204E MIN DDveya MUK 211 MIN DDveya MUK 211E MIN DD","Yok/None"
