"CRN","Course Code ","Course Title","Teaching Method","Instructor","Building","Day","Time","Room","Capacity ","Enrolled","ReservationMaj./Cap./Enrl.","Major Restriction","Prerequisites","Class Rest."
"30355","PEM 311E","Landscape Design II","","Melih  Bozkurt","MMBMMBMMBMMBMMBMMB","Pazartesi Pazartesi Salı Salı Çarşamba Çarşamba ","0930/1229 1330/1629 0930/1229 1330/1629 0930/1229 1330/1729 ","214 214 214 214 214 214 ","12","11","Yok/None","PEME"," (PEM 212 MIN DCveya PEM 212E MIN DC)ve (TES 122 MIN DDveya TES 122E MIN DDveya MIM 142E MIN DD)ve (TES 113 MIN DDveya TES 113E MIN DDveya MIM 121E MIN DDveya MIM 117E MIN DD)","Yok/None"
"30356","PEM 312E","Landscape Design III","","Melih  Bozkurt","MMBMMBMMBMMBMMBMMB","Pazartesi Pazartesi Salı Salı Çarşamba Çarşamba ","0930/1229 1330/1629 0930/1229 1330/1629 0930/1229 1330/1729 ","214 214 214 214 214 214 ","10","9","Yok/None","PEME"," PEM 311 MIN DCveya PEM 311E MIN DC","Yok/None"
