"CRN","Course Code ","Course Title","Teaching Method","Instructor","Building","Day","Time","Room","Capacity ","Enrolled","ReservationMaj./Cap./Enrl.","Major Restriction","Prerequisites","Class Rest."
"30169","ICM 366E","Interior Arch.Desgn Studio III","","Ethem  Gürer","MMBMMBMMBMMBMMB","Pazartesi Pazartesi Çarşamba Perşembe Perşembe ","0830/1229 1330/1729 0830/1229 0830/1229 1330/1629 ","217D 217D 217D 217D 217D ","7","6","Yok/None","ICM"," ICM 343 MIN DDveya ICM 343E MIN DDveya ICM 311 MIN DDveya ICM 311E MIN DDveya ICM 349 MIN DDveya ICM 349E MIN DD","Yok/None"
"30170","ICM 449E","Interior Arch.Desgn Studio IV","","Ethem  Gürer","MMBMMBMMBMMBMMB","Salı Salı Çarşamba Cuma Cuma ","0830/1229 1330/1729 1330/1729 0830/1229 1400/1659 ","217D 217D 217D 217D 217D ","8","8","Yok/None","ICM"," ICM 344E MIN DDveya ICM 312E MIN DDveya ICM 312 MIN DDveya ICM 366E MIN DD","Yok/None"
